,RPFs.DC1_t_bw_star_s.bam,RPFs.DC2_t_bw_star_s.bam,RPFs.DC3_t_bw_star_s.bam,RPFsRawCounts.DC1_t_bw_star_s.bam,RPFsRawCounts.DC2_t_bw_star_s.bam,RPFsRawCounts.DC3_t_bw_star_s.bam,mRNA.DC4_t_star_s.bam,mRNA.DC5_t_star_s.bam,mRNA.DC6_t_star_s.bam,mRNARawCounts.DC4_t_star_s.bam,mRNARawCounts.DC5_t_star_s.bam,mRNARawCounts.DC6_t_star_s.bam,TE.DC1_t_bw_star_s.bam,TE.DC2_t_bw_star_s.bam,TE.DC3_t_bw_star_s.bam
FBgn0036466,25.12205803,0,12.31354977,1,0,1,11.54093748,0,2.518897347,5,0,1,2.082943008,1,3.783443634
FBgn0036470,105.0732465,112.4713618,721.0215454,5,8,70,11.58481937,10.49010714,16.85649936,6,5,8,8.428666587,9.875570385,40.43466364
FBgn0036476,133.6204768,116.5993839,65.49393325,23,30,23,206.572267,198.3622656,181.1593796,387,342,311,0.64854751,0.589877846,0.365031619
FBgn0036480,325.1089863,316.9282302,396.1030968,70,102,174,252.1937296,243.8958725,297.5685622,591,526,639,1.287982079,1.298218001,1.33002314
FBgn0036483,52.97302971,43.03338589,66.76630363,14,17,36,188.7741293,166.5916152,183.2437463,543,441,483,0.284406678,0.262742177,0.36780789
FBgn0036484,791.6216188,867.1462331,1002.010267,91,149,235,726.534106,639.2074687,652.4287736,909,736,748,1.089463177,1.356038902,1.534995561
FBgn0036486,154.4267685,119.6248712,101.5867856,38,44,51,193.7859178,221.9290152,205.364219,519,547,504,0.797936371,0.541090944,0.497115179
FBgn0036487,881.5656669,1006.783288,1662.924396,99,169,381,309.2624148,298.7077726,299.1021501,378,336,335,2.844578089,3.362553059,5.544526739
FBgn0036488,374.7018825,271.5675042,137.744794,12,13,9,146.3156141,96.6393712,222.2891331,51,31,71,2.550319494,2.791573736,0.621368322
FBgn0036489,456.7987022,718.5751756,847.186894,37,87,140,231.4031008,218.1645469,255.0031894,204,177,206,1.969847651,3.283264496,3.313188777
FBgn0036493,13.14092197,26.37405522,53.13832256,4,12,33,9.65898948,24.27086964,32.28101455,32,74,98,1.326666285,1.08322569,1.62670289
FBgn0036494,78.29224801,132.3998443,99.13505834,36,91,93,190.8251021,307.4448966,328.8310797,955,1416,1508,0.413356996,0.432491657,0.303594975
FBgn0036500,987.0700259,1469.105442,1685.185473,89,198,310,425.9416497,444.007292,405.8878735,418,401,365,2.314297578,3.3035536,4.144103531
FBgn0036501,125.2938914,9.313591987,40.94177757,9,1,6,3.837289035,26.40758961,0,3,19,0,26.10840297,0.376304233,41.94177757
FBgn0036502,61.10770872,6.813567602,39.93583709,6,1,8,48.65908774,81.34343522,73.52457122,52,80,72,1.250681628,0.094889988,0.549293158
FBgn0036503,3923.643567,6837.545119,9336.678615,124,323,602,633.7824749,720.261967,685.2939042,218,228,216,6.182658977,9.481361047,13.60594719
FBgn0036505,1216.406647,1139.296177,697.119251,130,182,152,778.8960468,668.8615447,859.3818173,906,716,916,1.560985791,1.70228637,0.811406328
FBgn0036509,843.2024388,632.1891483,937.0390043,116,130,263,304.5471761,305.5228758,305.3817941,456,421,419,2.762920115,2.065715802,3.061666921
FBgn0036510,575.3761678,542.1548415,377.3507187,71,100,95,370.0545759,333.3331523,274.6410656,497,412,338,1.553346072,1.624591632,1.372621013
FBgn0036512,56.72722781,146.3818072,123.1354977,7,27,31,87.11546354,118.1229132,144.6334606,117,146,178,0.655131636,1.237224672,0.85238308
FBgn0036514,751.5640741,1027.653963,643.0463724,114,233,199,264.7027584,270.5146285,307.3755848,437,411,465,2.83235326,3.788576582,2.088512853
FBgn0036515,273.9396589,530.5102983,388.6798753,19,55,55,357.6687058,361.2957092,268.886816,270,251,186,0.766556029,1.467062085,1.443864065
FBgn0036516,484.9466912,561.3190335,807.4121492,63,109,214,260.9730653,372.7202274,409.0577029,369,485,530,1.85494906,1.504652391,1.971459488
FBgn0036518,534.0285114,535.9021792,296.9895497,208,312,236,567.0892858,549.0455153,547.0352322,2404,2142,2125,0.941803559,0.976105003,0.543741592
FBgn0036519,572.4240366,501.8030311,406.3471424,58,76,84,227.6037741,195.093514,193.9550957,251,198,196,2.508375195,2.564098225,2.089440857
FBgn0036522,1736.74592,2071.20043,1766.8114,437,779,907,1261.2264,1143.10436,1389.112718,3454,2881,3486,1.376730767,1.811198788,1.271703638
FBgn0036534,269.354238,256.3663292,179.6611046,97,138,132,851.3813941,782.3423873,853.6492909,3337,2822,3066,0.317175199,0.328548963,0.211386245
FBgn0036536,233.1832774,377.6864919,264.6820764,19,46,44,221.0119426,281.811953,254.7237273,196,230,207,1.054822883,1.33900455,1.038941827
FBgn0036537,744.6358518,498.1656313,397.4253488,45,45,49,1833.557803,1782.545589,2176.809971,1206,1079,1312,0.406439007,0.27987265,0.182947711
FBgn0036538,1984.875916,1854.471687,1459.327199,116,162,174,1730.926239,1199.223852,1808.303148,1101,702,1054,1.14662846,1.545938022,0.807121349
FBgn0036545,94.05503088,179.7810058,349.0502195,7,20,53,156.7846644,147.5585735,156.2777803,127,110,116,0.602435168,1.216900523,2.225681332
FBgn0036547,22.66651852,90.98418091,72.21480315,2,12,13,23.94961462,45.25875343,38.63571871,23,40,34,0.948572509,1.98847081,1.847192521
FBgn0036549,536.4665214,525.8290049,654.313683,43,63,107,190.2821836,247.8648927,271.4495697,166,199,217,2.809809629,2.11692778,2.405265987
FBgn0036551,56.83139092,9.505131154,20.89188393,4,1,3,40.46745172,49.64598263,51.28449098,31,35,36,1.394621288,0.207422793,0.41870703
FBgn0036556,133.4543965,157.0127368,139.8474761,29,51,62,284.1319229,313.3336482,340.0616285,672,682,737,0.471551537,0.50269113,0.412967817
FBgn0036557,376.5357797,373.5136934,560.0399143,29,43,88,172.9784991,189.255662,141.9024864,145,146,109,2.170014006,1.968475941,3.926033258
FBgn0036565,159.0167893,216.8579369,233.8257256,26,53,78,634.9857006,712.5711929,610.7791812,1130,1167,996,0.251604382,0.305306519,0.383840661
FBgn0036566,355.7161675,358.3640765,264.6076798,85,128,129,456.0214144,488.8305201,389.3927933,1186,1170,928,0.780523967,0.733649827,0.6803601
FBgn0036569,28.58716948,3.824995881,5.604788171,5,1,2,19.9618422,14.27016299,21.78411913,38,25,38,1.411477541,0.315975402,0.289885606
FBgn0036570,263.3101174,234.8746268,219.0128968,33,44,56,236.7947114,227.8281652,204.8089008,323,286,256,1.111505449,1.030793681,1.06901546
FBgn0036571,30.43101943,17.45016474,34.09310057,7,6,16,29.1579637,32.11722053,42.71690625,73,74,98,1.042212921,0.557116946,0.802735225
FBgn0036574,363.1931818,285.2354072,199.3035984,92,108,103,588.6867337,507.6372647,549.8033224,1623,1288,1389,0.617604503,0.56274958,0.363657208
FBgn0036576,13.12445248,0,4.288624194,6,0,4,5.828325681,0.873529766,4.60579383,29,4,21,2.068508905,0.533751861,0.943421102
FBgn0036579,605.519852,697.0038145,755.0811561,68,117,173,311.7168784,311.1539298,260.7099338,381,350,292,1.93951748,2.236088506,2.889004422
FBgn0036580,1249.91901,955.6605095,962.7301527,49,56,77,686.7035352,371.8145852,590.8170609,293,146,231,1.818980049,2.566049043,1.628425769
FBgn0036581,1247.440123,1251.816834,1464.887817,48,72,115,873.9275414,653.8329224,648.8332132,366,252,249,1.426906874,1.913185472,2.255790851
FBgn0036599,106.2856301,159.9878085,143.2634156,4,9,11,0,0,0,0,0,0,107.2856301,160.9878085,144.2634156
FBgn0036605,129.2831057,108.1139187,380.2078525,4,5,24,0,0,0,0,0,0,130.2831057,109.1139187,381.2078525
FBgn0036612,27.68700098,7.938326376,13.5707538,7,3,7,0,0,0,0,0,0,28.68700098,8.938326376,14.5707538
FBgn0036614,123.1069198,108.3674097,273.1211742,19,25,86,57.14996472,40.10590551,64.31604247,96,62,99,2.134256149,2.660625239,4.196842979
FBgn0036621,152.952229,86.16919027,63.13210174,57,48,48,454.1365435,428.9039633,414.0710134,1842,1601,1539,0.338255038,0.202764333,0.154508746
FBgn0036622,40.73847248,47.69497321,99.83959272,4,7,20,58.01660462,40.67171761,30.63523801,62,40,30,0.707232698,1.168537704,3.187571805
FBgn0036623,317.6616751,360.3557136,392.6386382,46,78,116,273.4639796,255.7812305,266.5771828,431,371,385,1.161032772,1.407251274,1.471121842
FBgn0036624,231.5266593,230.9802755,143.3463707,57,85,72,638.1725643,586.3841399,585.6528893,1710,1446,1438,0.363793242,0.394937929,0.246050728
FBgn0036629,117.0392351,117.4498735,62.14721001,12,18,13,66.31286899,37.00169321,59.653416,74,38,61,1.753590908,3.116963049,1.041115475
FBgn0036638,40.04965773,40.19017412,294.454451,2,3,30,18.39859598,9.99600789,6.023450178,10,5,3,2.116114887,3.745920749,42.06685368
FBgn0036640,636.6206821,509.5623584,573.9287715,112,134,206,420.9336374,440.9318925,382.9898359,806,777,672,1.511187129,1.155296477,1.497249973
FBgn0036641,1603.092653,1920.246551,2955.932251,105,188,395,757.4935759,626.4680393,763.8799745,540,411,499,2.114840131,3.061903445,3.865877457
FBgn0036643,92.42228707,173.1269039,271.8041086,5,14,30,127.3748952,105.18876,144.5628043,75,57,78,0.727730191,1.639786583,1.874133368
FBgn0036661,1911.516594,1229.358549,890.3402355,181,174,172,1792.182625,1578.370919,1712.240527,1847,1497,1617,1.066548698,0.77901811,0.520265673
FBgn0036662,16.08201581,64.55376172,3.941291391,2,12,1,26.59676765,30.50576065,39.50588759,36,38,49,0.618986108,2.080691289,0.121989461
FBgn0036663,7.882366675,19.77505596,30.90826849,4,15,32,29.87421182,70.03810919,41.0974837,165,356,208,0.287695334,0.29244945,0.757961419
FBgn0036666,509.590295,479.8116632,513.4266682,54,76,111,456.9344193,466.3589976,523.2482378,527,495,553,1.114985626,1.028784437,0.981265422
FBgn0036667,316.2504308,483.5962095,398.5966519,7,16,18,273.9636166,243.5648527,285.3835196,66,54,63,1.15379058,1.981463011,1.395319998
FBgn0036668,215.8451851,160.6722692,77.4846036,71,79,52,315.3507207,328.3969008,339.8710227,1129,1082,1115,0.685458167,0.490812964,0.230247215
FBgn0036671,118.0434052,115.4201934,53.40816767,13,19,12,138.4912497,135.0742043,113.805603,166,149,125,0.853411274,0.855564021,0.473915612
FBgn0036678,7.14063665,16.71994324,10.49992616,2,7,6,0.656073965,9.624063411,4.653776753,2,27,13,4.915623831,1.667906389,2.034025513
FBgn0036684,78.06289219,121.8572134,88.0036184,30,70,69,175.244028,204.4494224,218.1146893,733,787,836,0.448598986,0.597992499,0.406196493
FBgn0036685,24.73787139,103.4361065,87.90799797,4,25,29,125.5771086,106.8159757,107.8963713,221,173,174,0.203337489,0.968651499,0.81644592
FBgn0036686,1579.100791,1608.788064,995.1358588,350,533,450,601.0708662,583.7603328,689.8694367,1450,1296,1525,2.6244432,2.752902298,1.441858339
FBgn0036688,77.25708169,99.39505427,69.90918578,13,25,24,109.7505925,93.7432069,116.7901652,201,158,196,0.706606438,1.059654381,0.601995809
FBgn0036689,70.28969605,99.27332693,57.4206984,9,19,15,195.1793779,165.2999756,158.9646098,272,212,203,0.363390367,0.602966576,0.365210145
FBgn0036691,13.84019892,111.110064,67.83758637,1,12,10,123.3473819,99.48614464,120.7304555,97,72,87,0.119344683,1.115676837,0.565491898
FBgn0036695,53.4511873,200.2512351,214.8321449,5,28,41,179.7439624,219.8580366,138.2713863,183,206,129,0.301261445,0.911224414,1.549723534
FBgn0036696,389.0744728,40.04508324,293.3914385,13,2,20,277.7324521,256.9659675,165.0468839,101,86,55,1.399458405,0.159110458,1.772941663
FBgn0036697,216.056035,153.8680563,92.23516472,31,33,27,551.3453662,532.992687,467.5048065,861,766,669,0.392971587,0.290019058,0.199005781
FBgn0036702,332.737354,311.6444622,208.2544786,65,91,83,320.2957554,340.8802256,359.2869943,681,667,700,1.038723196,0.914485363,0.580799424
FBgn0036710,742.9348738,830.3285735,1011.04824,85,142,236,489.0631956,436.3044034,426.7917688,609,500,487,1.518038654,1.901029505,2.365749681
FBgn0036714,207.2569788,246.7262968,167.3194116,68,121,112,306.0809367,275.6869576,304.3791103,1093,906,996,0.6781827,0.895330589,0.551181813
FBgn0036715,180.9944408,130.9041222,163.0423701,74,80,136,117.3059088,171.907153,197.1718083,522,704,804,1.538337709,0.762860992,0.82777854
FBgn0036725,13.13831878,8.789610187,5.519771008,7,7,6,3.276507946,31.85506159,21.83006349,19,170,116,3.306042911,0.297963532,0.285578313
FBgn0036726,718.0556744,887.9813273,1194.511285,33,61,112,1215.52425,1181.764259,942.5039523,608,544,432,0.591073852,0.751613283,1.267097273
FBgn0036727,14.7448273,14.79656032,0,2,3,0,5.418955081,3.680166533,9.60966618,8,5,13,2.45286454,3.375213299,0.094253672
FBgn0036728,306.1026148,648.4839171,483.4489078,18,57,58,1137.474798,1203.728497,1278.824807,728,709,750,0.269749155,0.539112272,0.378527518
FBgn0036730,83.74019344,44.81813356,98.50839815,5,4,12,12.31033331,8.360297508,16.79264898,8,5,10,6.366496726,4.894944153,5.592669099
FBgn0036732,11.99750962,8.026402356,37.24358758,3,3,19,62.09725838,79.8523351,76.58760241,169,200,191,0.20599167,0.11164059,0.492908485
FBgn0036733,628.4176615,576.7231399,616.036484,78,107,156,263.5236803,273.4767873,312.6223326,356,340,387,2.379437867,2.104816023,1.96745072
FBgn0036734,266.7369333,286.7922795,417.9036971,168,270,537,143.6898105,163.9012189,168.9057796,985,1034,1061,1.850420098,1.745240462,2.465505871
FBgn0036735,493.9063403,297.6566219,244.0883868,121,109,122,739.9496782,672.4050212,623.3247749,1973,1650,1523,0.667935158,0.44350222,0.392565531
FBgn0036740,301.4646964,413.4472821,362.0183632,20,41,49,317.1449619,278.397907,371.7892485,229,185,246,0.950713456,1.483358578,0.973789788
FBgn0036741,80.26549661,81.82563804,56.20292426,21,32,30,198.7659108,198.4269782,167.0903413,566,520,436,0.406803625,0.415318122,0.340310596
FBgn0036745,832.8134306,1046.779695,1447.263795,33,62,117,169.267083,196.5242538,197.3711346,73,78,78,4.897091181,5.304562224,7.300778904
FBgn0036746,119.6850775,117.3118596,36.83522862,43,63,27,201.006437,168.6739494,164.3773971,786,607,589,0.597431841,0.697289478,0.228781135
FBgn0036749,82.86136082,55.43472292,28.43008492,10,10,7,54.05380612,49.63534952,36.55611143,71,60,44,1.523261818,1.114532109,0.783629716
FBgn0036752,64.06707226,72.86410238,78.50601669,10,17,25,56.50956713,129.8430441,66.80723103,96,203,104,1.131413007,0.564524487,1.17253006
FBgn0036754,698.707239,383.4051269,592.5895826,89,73,154,239.4744527,231.9982559,177.8971251,332,296,226,2.909694694,1.649819762,3.318049869
FBgn0036760,102.9848342,68.89744134,82.02659706,8,8,13,15.3759695,3.855603043,12.90739324,13,3,10,6.349842932,14.39521327,5.96996113
FBgn0036761,429.50178,191.5594268,192.9765166,48,32,44,274.5908535,387.7048492,339.1335727,334,434,378,1.562104745,0.495387251,0.57029512
FBgn0036762,655.2707321,640.3301276,728.9708948,89,130,202,486.3797931,474.1090563,469.5081485,719,645,636,1.346528398,1.349858773,1.551452184
FBgn0036763,6.693806339,22.39097306,49.21442984,1,5,15,41.82133823,36.75560754,36.91399827,68,55,55,0.179672254,0.619536397,1.324429818
FBgn0036764,310.5243933,294.7046043,343.3420976,43,61,97,271.37288,265.3156436,207.8090311,409,368,287,1.143742333,1.110353865,1.64907665
FBgn0036770,9.333272334,18.73203725,4.574693412,2,6,2,46.73543722,19.56775516,21.99161151,109,42,47,0.216469628,0.959367568,0.242466406
FBgn0036771,33.49607737,14.93937785,60.19957665,3,2,11,45.1378888,55.73531672,73.88765552,44,50,66,0.747673512,0.280942784,0.817218488
FBgn0036774,864.1987963,1183.198726,1221.504137,43,88,124,208.6601496,166.5371264,197.481552,113,83,98,4.126672608,7.068276457,6.159283443
FBgn0036777,22.79114543,45.74221879,117.2960823,2,6,21,39.78648961,46.64528878,28.56481528,38,41,25,0.583309465,0.981045975,4.001245441
FBgn0036780,28.4400657,9.513283067,76.66927214,2,1,11,0,0,0,0,0,0,29.4400657,10.51328307,77.66927214
FBgn0036787,112.7929136,0,23.69371092,7,0,3,7.402350569,19.30424381,0,5,12,0,13.5429857,0.049250788,24.69371092
FBgn0036791,3016.78957,2175.925162,2766.741737,256,276,479,2824.84746,2874.195415,2361.96306,2609,2443,1999,1.067923734,0.757139898,1.171301314
FBgn0036795,64.26572985,0,5.24996308,6,0,1,155.4895297,168.9557799,207.2720569,158,158,193,0.41706132,0.005883883,0.030008649
FBgn0036799,4.836802305,0,2.370753456,1,0,1,0,0,0,0,0,0,5.836802305,1,3.370753456
FBgn0036801,232.5866172,112.9711505,48.41184248,73,53,31,352.4554403,309.819388,300.6122956,1204,974,941,0.660865814,0.366679669,0.16382569
FBgn0036804,145.0798851,41.59683021,101.5867856,7,3,10,318.0105322,281.4076141,226.511844,167,136,109,0.457915556,0.150834567,0.450907451
FBgn0036805,121.025973,232.780315,430.0754426,8,23,58,61.15854459,89.11039735,91.01125452,44,59,60,1.963140768,2.594376697,4.68502951
FBgn0036810,1272.270563,1839.595791,2232.897663,93,201,333,336.8582543,319.5951354,252.3885263,268,234,184,3.768653115,5.741184404,8.816096357
FBgn0036811,976.6948789,949.006692,1242.407813,42,61,109,388.8632286,350.5696703,401.045199,182,151,172,2.507789417,2.702186145,3.092706531
FBgn0036812,252.7524131,182.6202302,158.5744946,25,27,32,195.069992,141.3094189,181.4527638,210,140,179,1.29419301,1.290288666,0.874607166
FBgn0036813,1235.733665,1880.544658,2768.884705,91,207,416,459.1421613,447.3888937,571.8577761,368,330,420,2.687720816,4.19623386,4.835204863
FBgn0036814,142.3497445,164.8806528,66.6484293,67,116,64,197.5505628,190.2664017,201.950755,1012,897,948,0.721981054,0.86727544,0.333324354
FBgn0036815,154.1725624,168.7783474,151.1350318,11,18,22,194.4496752,265.861701,300.734625,151,190,214,0.793925916,0.636203497,0.504201438
FBgn0036816,464.0182277,371.7950764,489.2562404,86,103,185,753.0264536,774.6102661,728.176911,1519,1438,1346,0.616713413,0.480647424,0.672341969
FBgn0036818,173.1650997,96.54036602,205.1186619,12,10,29,112.6974051,73.47457288,122.9853274,85,51,85,1.531830032,1.309713668,1.662443986
FBgn0036819,71.51930252,63.79576165,87.63777334,6,8,15,22.99890632,38.0811251,34.65973776,21,32,29,3.021775307,1.657980969,2.485654099
FBgn0036820,190.5811299,286.8746911,175.1496303,8,18,15,253.9006245,190.2688398,164.8140592,116,80,69,0.75159145,1.505078879,1.062332297
FBgn0036821,4.443998472,8.919180962,8.712884318,1,3,4,2.449858612,5.767731382,7.129336903,6,13,16,1.578035243,1.465658195,1.194794167
FBgn0036825,2221.991698,1815.818656,1833.559625,158,193,266,7429.66204,8373.571874,7153.283902,5750,5964,5073,0.299164689,0.216944661,0.256428128
FBgn0036826,557.6420953,858.0512061,756.2065654,30,69,83,485.0298926,488.0651709,557.2636799,284,263,299,1.149398635,1.756516835,1.356360072
FBgn0036827,815.4372935,1047.768193,1579.710202,63,121,249,60.65073466,42.64339104,57.10287195,51,33,44,13.24294508,24.03040112,27.20537125
FBgn0036828,397.1097641,475.5797659,237.8969077,81,145,99,181.9796315,196.7611592,206.9487927,404,402,421,2.175705355,2.409875467,1.148825654
FBgn0036837,65.14954146,81.72265267,23.94973334,16,30,12,228.9595023,160.5743782,170.6565325,612,395,418,0.287657352,0.511978778,0.145346833
FBgn0036838,19.72310662,74.77093456,70.89323657,3,17,22,39.86702907,68.26139821,73.82906103,66,104,112,0.507086204,1.093985055,0.960766253
FBgn0036842,378.5035503,516.9929436,394.2366061,72,147,153,416.3519436,425.6435806,417.9900107,862,811,793,0.909313006,1.214111655,0.943307945
FBgn0036843,16.08201581,75.31272201,19.70645695,2,14,5,22.90277214,20.87236255,10.48115385,31,26,13,0.714645804,3.489002244,1.80351707
FBgn0036844,126.0346492,107.7395377,113.255538,36,46,66,206.1870359,191.8878927,223.6053257,641,549,637,0.613139952,0.563744755,0.508694696
FBgn0036846,536.94717,1127.209842,1075.424598,58,182,237,370.0059352,278.2004528,304.4616961,435,301,328,1.449969175,4.040859642,3.523926605
FBgn0036847,1448.301779,1470.088779,2313.241262,116,176,378,572.4235465,499.8425464,405.6031692,499,401,324,2.527454249,2.937228055,5.691645903
FBgn0036848,322.735928,260.8938797,520.7043673,24,29,79,423.7854706,455.1175096,370.7865925,343,339,275,0.762116293,0.574180719,1.403236098
FBgn0036850,849.9277784,633.8564604,471.2260979,61,68,69,517.1891713,421.4854527,466.6098582,404,303,334,1.642118025,1.50267058,1.00987199
FBgn0036853,117.315271,170.0499348,426.4728263,12,26,89,46.70813375,50.75331553,36.26855732,52,52,37,2.47998112,3.305100998,11.47006638
FBgn0036856,294.0894133,468.1233492,422.5016159,29,69,85,0,0,0,0,0,0,295.0894133,469.1233492,423.5016159
FBgn0036857,8.076258305,108.0612572,91.04709473,1,20,23,20.77706036,56.44117071,51.01595309,28,70,63,0.416780693,1.898660071,1.769593543
